history_id,date,pair,base,quote,rate,provider,quality_tier
GBP_EUR-2025-02-05,2025-02-05,GBP_EUR,GBP,EUR,1.160267,manual_uploaded_rates,manual
GBP_INR-2025-02-06,2025-02-06,GBP_INR,GBP,INR,106.6054,manual_uploaded_rates,manual
USD_INR-2025-02-06,2025-02-06,USD_INR,USD,INR,82.0881,manual_uploaded_rates,manual
EUR_INR-2025-02-06,2025-02-06,EUR_INR,EUR,INR,90.2999,manual_uploaded_rates,manual
GBP_USD-2025-02-06,2025-02-06,GBP_USD,GBP,USD,1.268643,manual_uploaded_rates,manual
EUR_GBP-2025-02-06,2025-02-06,EUR_GBP,EUR,GBP,0.826093,manual_uploaded_rates,manual
EUR_USD-2025-02-06,2025-02-06,EUR_USD,EUR,USD,1.071954,manual_uploaded_rates,manual
USD_GBP-2025-02-06,2025-02-06,USD_GBP,USD,GBP,0.767087,manual_uploaded_rates,manual
GBP_EUR-2025-02-06,2025-02-06,GBP_EUR,GBP,EUR,1.160464,manual_uploaded_rates,manual
GBP_INR-2025-02-07,2025-02-07,GBP_INR,GBP,INR,106.6302,manual_uploaded_rates,manual
USD_INR-2025-02-07,2025-02-07,USD_INR,USD,INR,82.1072,manual_uploaded_rates,manual
EUR_INR-2025-02-07,2025-02-07,EUR_INR,EUR,INR,90.3209,manual_uploaded_rates,manual
GBP_USD-2025-02-07,2025-02-07,GBP_USD,GBP,USD,1.268938,manual_uploaded_rates,manual
EUR_GBP-2025-02-07,2025-02-07,EUR_GBP,EUR,GBP,0.826285,manual_uploaded_rates,manual
EUR_USD-2025-02-07,2025-02-07,EUR_USD,EUR,USD,1.072204,manual_uploaded_rates,manual
USD_GBP-2025-02-07,2025-02-07,USD_GBP,USD,GBP,0.767265,manual_uploaded_rates,manual
GBP_EUR-2025-02-07,2025-02-07,GBP_EUR,GBP,EUR,1.160734,manual_uploaded_rates,manual
GBP_INR-2025-02-08,2025-02-08,GBP_INR,GBP,INR,106.6618,manual_uploaded_rates,manual
USD_INR-2025-02-08,2025-02-08,USD_INR,USD,INR,82.1315,manual_uploaded_rates,manual
EUR_INR-2025-02-08,2025-02-08,EUR_INR,EUR,INR,90.3477,manual_uploaded_rates,manual
GBP_USD-2025-02-08,2025-02-08,GBP_USD,GBP,USD,1.269315,manual_uploaded_rates,manual
EUR_GBP-2025-02-08,2025-02-08,EUR_GBP,EUR,GBP,0.82653,manual_uploaded_rates,manual
EUR_USD-2025-02-08,2025-02-08,EUR_USD,EUR,USD,1.072522,manual_uploaded_rates,manual
USD_GBP-2025-02-08,2025-02-08,USD_GBP,USD,GBP,0.767493,manual_uploaded_rates,manual
GBP_EUR-2025-02-08,2025-02-08,GBP_EUR,GBP,EUR,1.161079,manual_uploaded_rates,manual
GBP_INR-2025-02-09,2025-02-09,GBP_INR,GBP,INR,106.7002,manual_uploaded_rates,manual
USD_INR-2025-02-09,2025-02-09,USD_INR,USD,INR,82.1611,manual_uploaded_rates,manual
EUR_INR-2025-02-09,2025-02-09,EUR_INR,EUR,INR,90.3802,manual_uploaded_rates,manual
GBP_USD-2025-02-09,2025-02-09,GBP_USD,GBP,USD,1.269771,manual_uploaded_rates,manual
EUR_GBP-2025-02-09,2025-02-09,EUR_GBP,EUR,GBP,0.826828,manual_uploaded_rates,manual
EUR_USD-2025-02-09,2025-02-09,EUR_USD,EUR,USD,1.072908,manual_uploaded_rates,manual
USD_GBP-2025-02-09,2025-02-09,USD_GBP,USD,GBP,0.767769,manual_uploaded_rates,manual
GBP_EUR-2025-02-09,2025-02-09,GBP_EUR,GBP,EUR,1.161496,manual_uploaded_rates,manual
GBP_INR-2025-02-10,2025-02-10,GBP_INR,GBP,INR,106.7452,manual_uploaded_rates,manual
USD_INR-2025-02-10,2025-02-10,USD_INR,USD,INR,82.1957,manual_uploaded_rates,manual
EUR_INR-2025-02-10,2025-02-10,EUR_INR,EUR,INR,90.4183,manual_uploaded_rates,manual
GBP_USD-2025-02-10,2025-02-10,GBP_USD,GBP,USD,1.270307,manual_uploaded_rates,manual
EUR_GBP-2025-02-10,2025-02-10,EUR_GBP,EUR,GBP,0.827176,manual_uploaded_rates,manual
EUR_USD-2025-02-10,2025-02-10,EUR_USD,EUR,USD,1.07336,manual_uploaded_rates,manual
USD_GBP-2025-02-10,2025-02-10,USD_GBP,USD,GBP,0.768092,manual_uploaded_rates,manual
GBP_EUR-2025-02-10,2025-02-10,GBP_EUR,GBP,EUR,1.161986,manual_uploaded_rates,manual
GBP_INR-2025-02-11,2025-02-11,GBP_INR,GBP,INR,106.7964,manual_uploaded_rates,manual
USD_INR-2025-02-11,2025-02-11,USD_INR,USD,INR,82.2352,manual_uploaded_rates,manual
EUR_INR-2025-02-11,2025-02-11,EUR_INR,EUR,INR,90.4617,manual_uploaded_rates,manual
GBP_USD-2025-02-11,2025-02-11,GBP_USD,GBP,USD,1.270917,manual_uploaded_rates,manual
EUR_GBP-2025-02-11,2025-02-11,EUR_GBP,EUR,GBP,0.827574,manual_uploaded_rates,manual
EUR_USD-2025-02-11,2025-02-11,EUR_USD,EUR,USD,1.073875,manual_uploaded_rates,manual
USD_GBP-2025-02-11,2025-02-11,USD_GBP,USD,GBP,0.768461,manual_uploaded_rates,manual
GBP_EUR-2025-02-11,2025-02-11,GBP_EUR,GBP,EUR,1.162544,manual_uploaded_rates,manual
GBP_INR-2025-02-12,2025-02-12,GBP_INR,GBP,INR,106.8535,manual_uploaded_rates,manual
USD_INR-2025-02-12,2025-02-12,USD_INR,USD,INR,82.2792,manual_uploaded_rates,manual
EUR_INR-2025-02-12,2025-02-12,EUR_INR,EUR,INR,90.51,manual_uploaded_rates,manual
GBP_USD-2025-02-12,2025-02-12,GBP_USD,GBP,USD,1.271596,manual_uploaded_rates,manual
EUR_GBP-2025-02-12,2025-02-12,EUR_GBP,EUR,GBP,0.828016,manual_uploaded_rates,manual
EUR_USD-2025-02-12,2025-02-12,EUR_USD,EUR,USD,1.074449,manual_uploaded_rates,manual
USD_GBP-2025-02-12,2025-02-12,USD_GBP,USD,GBP,0.768872,manual_uploaded_rates,manual
GBP_EUR-2025-02-12,2025-02-12,GBP_EUR,GBP,EUR,1.163165,manual_uploaded_rates,manual
GBP_INR-2025-02-13,2025-02-13,GBP_INR,GBP,INR,106.9159,manual_uploaded_rates,manual
USD_INR-2025-02-13,2025-02-13,USD_INR,USD,INR,82.3272,manual_uploaded_rates,manual
EUR_INR-2025-02-13,2025-02-13,EUR_INR,EUR,INR,90.5629,manual_uploaded_rates,manual
GBP_USD-2025-02-13,2025-02-13,GBP_USD,GBP,USD,1.272338,manual_uploaded_rates,manual
EUR_GBP-2025-02-13,2025-02-13,EUR_GBP,EUR,GBP,0.828499,manual_uploaded_rates,manual
EUR_USD-2025-02-13,2025-02-13,EUR_USD,EUR,USD,1.075076,manual_uploaded_rates,manual
USD_GBP-2025-02-13,2025-02-13,USD_GBP,USD,GBP,0.769321,manual_uploaded_rates,manual
GBP_EUR-2025-02-13,2025-02-13,GBP_EUR,GBP,EUR,1.163844,manual_uploaded_rates,manual
GBP_INR-2025-02-14,2025-02-14,GBP_INR,GBP,INR,106.9829,manual_uploaded_rates,manual
USD_INR-2025-02-14,2025-02-14,USD_INR,USD,INR,82.3788,manual_uploaded_rates,manual
EUR_INR-2025-02-14,2025-02-14,EUR_INR,EUR,INR,90.6196,manual_uploaded_rates,manual
GBP_USD-2025-02-14,2025-02-14,GBP_USD,GBP,USD,1.273136,manual_uploaded_rates,manual
EUR_GBP-2025-02-14,2025-02-14,EUR_GBP,EUR,GBP,0.829018,manual_uploaded_rates,manual
EUR_USD-2025-02-14,2025-02-14,EUR_USD,EUR,USD,1.07575,manual_uploaded_rates,manual
USD_GBP-2025-02-14,2025-02-14,USD_GBP,USD,GBP,0.769803,manual_uploaded_rates,manual
GBP_EUR-2025-02-14,2025-02-14,GBP_EUR,GBP,EUR,1.164574,manual_uploaded_rates,manual
GBP_INR-2025-02-15,2025-02-15,GBP_INR,GBP,INR,107.0537,manual_uploaded_rates,manual
USD_INR-2025-02-15,2025-02-15,USD_INR,USD,INR,82.4333,manual_uploaded_rates,manual
EUR_INR-2025-02-15,2025-02-15,EUR_INR,EUR,INR,90.6796,manual_uploaded_rates,manual
GBP_USD-2025-02-15,2025-02-15,GBP_USD,GBP,USD,1.273979,manual_uploaded_rates,manual
EUR_GBP-2025-02-15,2025-02-15,EUR_GBP,EUR,GBP,0.829568,manual_uploaded_rates,manual
EUR_USD-2025-02-15,2025-02-15,EUR_USD,EUR,USD,1.076463,manual_uploaded_rates,manual
USD_GBP-2025-02-15,2025-02-15,USD_GBP,USD,GBP,0.770313,manual_uploaded_rates,manual
GBP_EUR-2025-02-15,2025-02-15,GBP_EUR,GBP,EUR,1.165345,manual_uploaded_rates,manual
GBP_INR-2025-02-16,2025-02-16,GBP_INR,GBP,INR,107.1276,manual_uploaded_rates,manual
USD_INR-2025-02-16,2025-02-16,USD_INR,USD,INR,82.4903,manual_uploaded_rates,manual
EUR_INR-2025-02-16,2025-02-16,EUR_INR,EUR,INR,90.7422,manual_uploaded_rates,manual
GBP_USD-2025-02-16,2025-02-16,GBP_USD,GBP,USD,1.274858,manual_uploaded_rates,manual
EUR_GBP-2025-02-16,2025-02-16,EUR_GBP,EUR,GBP,0.83014,manual_uploaded_rates,manual
EUR_USD-2025-02-16,2025-02-16,EUR_USD,EUR,USD,1.077206,manual_uploaded_rates,manual
USD_GBP-2025-02-16,2025-02-16,USD_GBP,USD,GBP,0.770845,manual_uploaded_rates,manual
GBP_EUR-2025-02-16,2025-02-16,GBP_EUR,GBP,EUR,1.166149,manual_uploaded_rates,manual
GBP_INR-2025-02-17,2025-02-17,GBP_INR,GBP,INR,107.2037,manual_uploaded_rates,manual
USD_INR-2025-02-17,2025-02-17,USD_INR,USD,INR,82.5488,manual_uploaded_rates,manual
EUR_INR-2025-02-17,2025-02-17,EUR_INR,EUR,INR,90.8066,manual_uploaded_rates,manual
GBP_USD-2025-02-17,2025-02-17,GBP_USD,GBP,USD,1.275763,manual_uploaded_rates,manual
EUR_GBP-2025-02-17,2025-02-17,EUR_GBP,EUR,GBP,0.830729,manual_uploaded_rates,manual
EUR_USD-2025-02-17,2025-02-17,EUR_USD,EUR,USD,1.07797,manual_uploaded_rates,manual
USD_GBP-2025-02-17,2025-02-17,USD_GBP,USD,GBP,0.771392,manual_uploaded_rates,manual
GBP_EUR-2025-02-17,2025-02-17,GBP_EUR,GBP,EUR,1.166977,manual_uploaded_rates,manual
GBP_INR-2025-02-18,2025-02-18,GBP_INR,GBP,INR,107.2809,manual_uploaded_rates,manual
USD_INR-2025-02-18,2025-02-18,USD_INR,USD,INR,82.6082,manual_uploaded_rates,manual
EUR_INR-2025-02-18,2025-02-18,EUR_INR,EUR,INR,90.872,manual_uploaded_rates,manual
GBP_USD-2025-02-18,2025-02-18,GBP_USD,GBP,USD,1.276682,manual_uploaded_rates,manual
EUR_GBP-2025-02-18,2025-02-18,EUR_GBP,EUR,GBP,0.831328,manual_uploaded_rates,manual
EUR_USD-2025-02-18,2025-02-18,EUR_USD,EUR,USD,1.078747,manual_uploaded_rates,manual
USD_GBP-2025-02-18,2025-02-18,USD_GBP,USD,GBP,0.771947,manual_uploaded_rates,manual
GBP_EUR-2025-02-18,2025-02-18,GBP_EUR,GBP,EUR,1.167818,manual_uploaded_rates,manual
GBP_INR-2025-02-19,2025-02-19,GBP_INR,GBP,INR,107.3583,manual_uploaded_rates,manual
USD_INR-2025-02-19,2025-02-19,USD_INR,USD,INR,82.6679,manual_uploaded_rates,manual
EUR_INR-2025-02-19,2025-02-19,EUR_INR,EUR,INR,90.9376,manual_uploaded_rates,manual
GBP_USD-2025-02-19,2025-02-19,GBP_USD,GBP,USD,1.277603,manual_uploaded_rates,manual
EUR_GBP-2025-02-19,2025-02-19,EUR_GBP,EUR,GBP,0.831928,manual_uploaded_rates,manual
EUR_USD-2025-02-19,2025-02-19,EUR_USD,EUR,USD,1.079525,manual_uploaded_rates,manual
USD_GBP-2025-02-19,2025-02-19,USD_GBP,USD,GBP,0.772504,manual_uploaded_rates,manual
GBP_EUR-2025-02-19,2025-02-19,GBP_EUR,GBP,EUR,1.16866,manual_uploaded_rates,manual
GBP_INR-2025-02-20,2025-02-20,GBP_INR,GBP,INR,107.4349,manual_uploaded_rates,manual
USD_INR-2025-02-20,2025-02-20,USD_INR,USD,INR,82.7269,manual_uploaded_rates,manual
EUR_INR-2025-02-20,2025-02-20,EUR_INR,EUR,INR,91.0025,manual_uploaded_rates,manual
GBP_USD-2025-02-20,2025-02-20,GBP_USD,GBP,USD,1.278515,manual_uploaded_rates,manual
EUR_GBP-2025-02-20,2025-02-20,EUR_GBP,EUR,GBP,0.832521,manual_uploaded_rates,manual
EUR_USD-2025-02-20,2025-02-20,EUR_USD,EUR,USD,1.080296,manual_uploaded_rates,manual
USD_GBP-2025-02-20,2025-02-20,USD_GBP,USD,GBP,0.773056,manual_uploaded_rates,manual
GBP_EUR-2025-02-20,2025-02-20,GBP_EUR,GBP,EUR,1.169494,manual_uploaded_rates,manual
GBP_INR-2025-02-21,2025-02-21,GBP_INR,GBP,INR,107.5097,manual_uploaded_rates,manual
USD_INR-2025-02-21,2025-02-21,USD_INR,USD,INR,82.7845,manual_uploaded_rates,manual
EUR_INR-2025-02-21,2025-02-21,EUR_INR,EUR,INR,91.0659,manual_uploaded_rates,manual
GBP_USD-2025-02-21,2025-02-21,GBP_USD,GBP,USD,1.279406,manual_uploaded_rates,manual
EUR_GBP-2025-02-21,2025-02-21,EUR_GBP,EUR,GBP,0.833101,manual_uploaded_rates,manual
EUR_USD-2025-02-21,2025-02-21,EUR_USD,EUR,USD,1.081048,manual_uploaded_rates,manual
USD_GBP-2025-02-21,2025-02-21,USD_GBP,USD,GBP,0.773594,manual_uploaded_rates,manual
GBP_EUR-2025-02-21,2025-02-21,GBP_EUR,GBP,EUR,1.170309,manual_uploaded_rates,manual
GBP_INR-2025-02-22,2025-02-22,GBP_INR,GBP,INR,107.5818,manual_uploaded_rates,manual
USD_INR-2025-02-22,2025-02-22,USD_INR,USD,INR,82.84,manual_uploaded_rates,manual
EUR_INR-2025-02-22,2025-02-22,EUR_INR,EUR,INR,91.127,manual_uploaded_rates,manual
GBP_USD-2025-02-22,2025-02-22,GBP_USD,GBP,USD,1.280264,manual_uploaded_rates,manual
EUR_GBP-2025-02-22,2025-02-22,EUR_GBP,EUR,GBP,0.83366,manual_uploaded_rates,manual
EUR_USD-2025-02-22,2025-02-22,EUR_USD,EUR,USD,1.081773,manual_uploaded_rates,manual
USD_GBP-2025-02-22,2025-02-22,USD_GBP,USD,GBP,0.774113,manual_uploaded_rates,manual
GBP_EUR-2025-02-22,2025-02-22,GBP_EUR,GBP,EUR,1.171094,manual_uploaded_rates,manual
GBP_INR-2025-02-23,2025-02-23,GBP_INR,GBP,INR,107.6503,manual_uploaded_rates,manual
USD_INR-2025-02-23,2025-02-23,USD_INR,USD,INR,82.8927,manual_uploaded_rates,manual
EUR_INR-2025-02-23,2025-02-23,EUR_INR,EUR,INR,91.185,manual_uploaded_rates,manual
GBP_USD-2025-02-23,2025-02-23,GBP_USD,GBP,USD,1.281079,manual_uploaded_rates,manual
EUR_GBP-2025-02-23,2025-02-23,EUR_GBP,EUR,GBP,0.834191,manual_uploaded_rates,manual
EUR_USD-2025-02-23,2025-02-23,EUR_USD,EUR,USD,1.082462,manual_uploaded_rates,manual
USD_GBP-2025-02-23,2025-02-23,USD_GBP,USD,GBP,0.774606,manual_uploaded_rates,manual
GBP_EUR-2025-02-23,2025-02-23,GBP_EUR,GBP,EUR,1.171839,manual_uploaded_rates,manual
GBP_INR-2025-02-24,2025-02-24,GBP_INR,GBP,INR,107.7143,manual_uploaded_rates,manual
USD_INR-2025-02-24,2025-02-24,USD_INR,USD,INR,82.942,manual_uploaded_rates,manual
EUR_INR-2025-02-24,2025-02-24,EUR_INR,EUR,INR,91.2392,manual_uploaded_rates,manual
GBP_USD-2025-02-24,2025-02-24,GBP_USD,GBP,USD,1.28184,manual_uploaded_rates,manual
EUR_GBP-2025-02-24,2025-02-24,EUR_GBP,EUR,GBP,0.834687,manual_uploaded_rates,manual
EUR_USD-2025-02-24,2025-02-24,EUR_USD,EUR,USD,1.083105,manual_uploaded_rates,manual
USD_GBP-2025-02-24,2025-02-24,USD_GBP,USD,GBP,0.775066,manual_uploaded_rates,manual
GBP_EUR-2025-02-24,2025-02-24,GBP_EUR,GBP,EUR,1.172536,manual_uploaded_rates,manual
GBP_INR-2025-02-25,2025-02-25,GBP_INR,GBP,INR,107.7731,manual_uploaded_rates,manual
USD_INR-2025-02-25,2025-02-25,USD_INR,USD,INR,82.9873,manual_uploaded_rates,manual
EUR_INR-2025-02-25,2025-02-25,EUR_INR,EUR,INR,91.289,manual_uploaded_rates,manual
GBP_USD-2025-02-25,2025-02-25,GBP_USD,GBP,USD,1.282539,manual_uploaded_rates,manual
EUR_GBP-2025-02-25,2025-02-25,EUR_GBP,EUR,GBP,0.835142,manual_uploaded_rates,manual
EUR_USD-2025-02-25,2025-02-25,EUR_USD,EUR,USD,1.083696,manual_uploaded_rates,manual
USD_GBP-2025-02-25,2025-02-25,USD_GBP,USD,GBP,0.775489,manual_uploaded_rates,manual
GBP_EUR-2025-02-25,2025-02-25,GBP_EUR,GBP,EUR,1.173176,manual_uploaded_rates,manual
GBP_INR-2025-02-26,2025-02-26,GBP_INR,GBP,INR,107.8259,manual_uploaded_rates,manual
USD_INR-2025-02-26,2025-02-26,USD_INR,USD,INR,83.0279,manual_uploaded_rates,manual
EUR_INR-2025-02-26,2025-02-26,EUR_INR,EUR,INR,91.3337,manual_uploaded_rates,manual
GBP_USD-2025-02-26,2025-02-26,GBP_USD,GBP,USD,1.283168,manual_uploaded_rates,manual
EUR_GBP-2025-02-26,2025-02-26,EUR_GBP,EUR,GBP,0.835551,manual_uploaded_rates,manual
EUR_USD-2025-02-26,2025-02-26,EUR_USD,EUR,USD,1.084227,manual_uploaded_rates,manual
USD_GBP-2025-02-26,2025-02-26,USD_GBP,USD,GBP,0.775869,manual_uploaded_rates,manual
GBP_EUR-2025-02-26,2025-02-26,GBP_EUR,GBP,EUR,1.173751,manual_uploaded_rates,manual
GBP_INR-2025-02-27,2025-02-27,GBP_INR,GBP,INR,107.8723,manual_uploaded_rates,manual
USD_INR-2025-02-27,2025-02-27,USD_INR,USD,INR,83.0637,manual_uploaded_rates,manual
EUR_INR-2025-02-27,2025-02-27,EUR_INR,EUR,INR,91.373,manual_uploaded_rates,manual
GBP_USD-2025-02-27,2025-02-27,GBP_USD,GBP,USD,1.28372,manual_uploaded_rates,manual
EUR_GBP-2025-02-27,2025-02-27,EUR_GBP,EUR,GBP,0.835911,manual_uploaded_rates,manual
EUR_USD-2025-02-27,2025-02-27,EUR_USD,EUR,USD,1.084694,manual_uploaded_rates,manual
USD_GBP-2025-02-27,2025-02-27,USD_GBP,USD,GBP,0.776203,manual_uploaded_rates,manual
GBP_EUR-2025-02-27,2025-02-27,GBP_EUR,GBP,EUR,1.174256,manual_uploaded_rates,manual
GBP_INR-2025-02-28,2025-02-28,GBP_INR,GBP,INR,107.9118,manual_uploaded_rates,manual
USD_INR-2025-02-28,2025-02-28,USD_INR,USD,INR,83.0941,manual_uploaded_rates,manual
EUR_INR-2025-02-28,2025-02-28,EUR_INR,EUR,INR,91.4065,manual_uploaded_rates,manual
GBP_USD-2025-02-28,2025-02-28,GBP_USD,GBP,USD,1.28419,manual_uploaded_rates,manual
EUR_GBP-2025-02-28,2025-02-28,EUR_GBP,EUR,GBP,0.836217,manual_uploaded_rates,manual
EUR_USD-2025-02-28,2025-02-28,EUR_USD,EUR,USD,1.085091,manual_uploaded_rates,manual
USD_GBP-2025-02-28,2025-02-28,USD_GBP,USD,GBP,0.776487,manual_uploaded_rates,manual
GBP_EUR-2025-02-28,2025-02-28,GBP_EUR,GBP,EUR,1.174685,manual_uploaded_rates,manual
GBP_INR-2025-03-01,2025-03-01,GBP_INR,GBP,INR,107.944,manual_uploaded_rates,manual
USD_INR-2025-03-01,2025-03-01,USD_INR,USD,INR,83.1189,manual_uploaded_rates,manual
EUR_INR-2025-03-01,2025-03-01,EUR_INR,EUR,INR,91.4338,manual_uploaded_rates,manual
GBP_USD-2025-03-01,2025-03-01,GBP_USD,GBP,USD,1.284574,manual_uploaded_rates,manual
EUR_GBP-2025-03-01,2025-03-01,EUR_GBP,EUR,GBP,0.836467,manual_uploaded_rates,manual
EUR_USD-2025-03-01,2025-03-01,EUR_USD,EUR,USD,1.085415,manual_uploaded_rates,manual
USD_GBP-2025-03-01,2025-03-01,USD_GBP,USD,GBP,0.776719,manual_uploaded_rates,manual
GBP_EUR-2025-03-01,2025-03-01,GBP_EUR,GBP,EUR,1.175037,manual_uploaded_rates,manual
GBP_INR-2025-03-02,2025-03-02,GBP_INR,GBP,INR,107.9689,manual_uploaded_rates,manual
USD_INR-2025-03-02,2025-03-02,USD_INR,USD,INR,83.1381,manual_uploaded_rates,manual
EUR_INR-2025-03-02,2025-03-02,EUR_INR,EUR,INR,91.4549,manual_uploaded_rates,manual
GBP_USD-2025-03-02,2025-03-02,GBP_USD,GBP,USD,1.28487,manual_uploaded_rates,manual
EUR_GBP-2025-03-02,2025-03-02,EUR_GBP,EUR,GBP,0.83666,manual_uploaded_rates,manual
EUR_USD-2025-03-02,2025-03-02,EUR_USD,EUR,USD,1.085665,manual_uploaded_rates,manual
USD_GBP-2025-03-02,2025-03-02,USD_GBP,USD,GBP,0.776898,manual_uploaded_rates,manual
GBP_EUR-2025-03-02,2025-03-02,GBP_EUR,GBP,EUR,1.175308,manual_uploaded_rates,manual
GBP_INR-2025-03-03,2025-03-03,GBP_INR,GBP,INR,107.9864,manual_uploaded_rates,manual
USD_INR-2025-03-03,2025-03-03,USD_INR,USD,INR,83.1515,manual_uploaded_rates,manual
EUR_INR-2025-03-03,2025-03-03,EUR_INR,EUR,INR,91.4697,manual_uploaded_rates,manual
GBP_USD-2025-03-03,2025-03-03,GBP_USD,GBP,USD,1.285078,manual_uploaded_rates,manual
EUR_GBP-2025-03-03,2025-03-03,EUR_GBP,EUR,GBP,0.836795,manual_uploaded_rates,manual
EUR_USD-2025-03-03,2025-03-03,EUR_USD,EUR,USD,1.085841,manual_uploaded_rates,manual
USD_GBP-2025-03-03,2025-03-03,USD_GBP,USD,GBP,0.777024,manual_uploaded_rates,manual
GBP_EUR-2025-03-03,2025-03-03,GBP_EUR,GBP,EUR,1.175498,manual_uploaded_rates,manual
GBP_INR-2025-03-04,2025-03-04,GBP_INR,GBP,INR,107.9965,manual_uploaded_rates,manual
USD_INR-2025-03-04,2025-03-04,USD_INR,USD,INR,83.1593,manual_uploaded_rates,manual
EUR_INR-2025-03-04,2025-03-04,EUR_INR,EUR,INR,91.4782,manual_uploaded_rates,manual
GBP_USD-2025-03-04,2025-03-04,GBP_USD,GBP,USD,1.285199,manual_uploaded_rates,manual
EUR_GBP-2025-03-04,2025-03-04,EUR_GBP,EUR,GBP,0.836874,manual_uploaded_rates,manual
EUR_USD-2025-03-04,2025-03-04,EUR_USD,EUR,USD,1.085943,manual_uploaded_rates,manual
USD_GBP-2025-03-04,2025-03-04,USD_GBP,USD,GBP,0.777097,manual_uploaded_rates,manual
GBP_EUR-2025-03-04,2025-03-04,GBP_EUR,GBP,EUR,1.175608,manual_uploaded_rates,manual
GBP_INR-2025-03-05,2025-03-05,GBP_INR,GBP,INR,107.9996,manual_uploaded_rates,manual
USD_INR-2025-03-05,2025-03-05,USD_INR,USD,INR,83.1617,manual_uploaded_rates,manual
EUR_INR-2025-03-05,2025-03-05,EUR_INR,EUR,INR,91.4809,manual_uploaded_rates,manual
GBP_USD-2025-03-05,2025-03-05,GBP_USD,GBP,USD,1.285235,manual_uploaded_rates,manual
EUR_GBP-2025-03-05,2025-03-05,EUR_GBP,EUR,GBP,0.836897,manual_uploaded_rates,manual
EUR_USD-2025-03-05,2025-03-05,EUR_USD,EUR,USD,1.085974,manual_uploaded_rates,manual
USD_GBP-2025-03-05,2025-03-05,USD_GBP,USD,GBP,0.777119,manual_uploaded_rates,manual
GBP_EUR-2025-03-05,2025-03-05,GBP_EUR,GBP,EUR,1.175642,manual_uploaded_rates,manual
GBP_INR-2025-03-06,2025-03-06,GBP_INR,GBP,INR,107.996,manual_uploaded_rates,manual
USD_INR-2025-03-06,2025-03-06,USD_INR,USD,INR,83.1589,manual_uploaded_rates,manual
EUR_INR-2025-03-06,2025-03-06,EUR_INR,EUR,INR,91.4778,manual_uploaded_rates,manual
GBP_USD-2025-03-06,2025-03-06,GBP_USD,GBP,USD,1.285192,manual_uploaded_rates,manual
EUR_GBP-2025-03-06,2025-03-06,EUR_GBP,EUR,GBP,0.836869,manual_uploaded_rates,manual
EUR_USD-2025-03-06,2025-03-06,EUR_USD,EUR,USD,1.085937,manual_uploaded_rates,manual
USD_GBP-2025-03-06,2025-03-06,USD_GBP,USD,GBP,0.777093,manual_uploaded_rates,manual
GBP_EUR-2025-03-06,2025-03-06,GBP_EUR,GBP,EUR,1.175602,manual_uploaded_rates,manual
GBP_INR-2025-03-07,2025-03-07,GBP_INR,GBP,INR,107.9861,manual_uploaded_rates,manual
USD_INR-2025-03-07,2025-03-07,USD_INR,USD,INR,83.1513,manual_uploaded_rates,manual
EUR_INR-2025-03-07,2025-03-07,EUR_INR,EUR,INR,91.4694,manual_uploaded_rates,manual
GBP_USD-2025-03-07,2025-03-07,GBP_USD,GBP,USD,1.285075,manual_uploaded_rates,manual
EUR_GBP-2025-03-07,2025-03-07,EUR_GBP,EUR,GBP,0.836793,manual_uploaded_rates,manual
EUR_USD-2025-03-07,2025-03-07,EUR_USD,EUR,USD,1.085839,manual_uploaded_rates,manual
USD_GBP-2025-03-07,2025-03-07,USD_GBP,USD,GBP,0.777022,manual_uploaded_rates,manual
GBP_EUR-2025-03-07,2025-03-07,GBP_EUR,GBP,EUR,1.175495,manual_uploaded_rates,manual
GBP_INR-2025-03-08,2025-03-08,GBP_INR,GBP,INR,107.9707,manual_uploaded_rates,manual
USD_INR-2025-03-08,2025-03-08,USD_INR,USD,INR,83.1394,manual_uploaded_rates,manual
EUR_INR-2025-03-08,2025-03-08,EUR_INR,EUR,INR,91.4564,manual_uploaded_rates,manual
GBP_USD-2025-03-08,2025-03-08,GBP_USD,GBP,USD,1.284891,manual_uploaded_rates,manual
EUR_GBP-2025-03-08,2025-03-08,EUR_GBP,EUR,GBP,0.836673,manual_uploaded_rates,manual
EUR_USD-2025-03-08,2025-03-08,EUR_USD,EUR,USD,1.085683,manual_uploaded_rates,manual
USD_GBP-2025-03-08,2025-03-08,USD_GBP,USD,GBP,0.776911,manual_uploaded_rates,manual
GBP_EUR-2025-03-08,2025-03-08,GBP_EUR,GBP,EUR,1.175327,manual_uploaded_rates,manual
GBP_INR-2025-03-09,2025-03-09,GBP_INR,GBP,INR,107.9504,manual_uploaded_rates,manual
USD_INR-2025-03-09,2025-03-09,USD_INR,USD,INR,83.1238,manual_uploaded_rates,manual
EUR_INR-2025-03-09,2025-03-09,EUR_INR,EUR,INR,91.4392,manual_uploaded_rates,manual
GBP_USD-2025-03-09,2025-03-09,GBP_USD,GBP,USD,1.284649,manual_uploaded_rates,manual
EUR_GBP-2025-03-09,2025-03-09,EUR_GBP,EUR,GBP,0.836516,manual_uploaded_rates,manual
EUR_USD-2025-03-09,2025-03-09,EUR_USD,EUR,USD,1.085479,manual_uploaded_rates,manual
USD_GBP-2025-03-09,2025-03-09,USD_GBP,USD,GBP,0.776765,manual_uploaded_rates,manual
GBP_EUR-2025-03-09,2025-03-09,GBP_EUR,GBP,EUR,1.175106,manual_uploaded_rates,manual
